9604, 3010
3674, 3864
10317, 3506
7005, 9870
11735, 10514
7669, 19987
1602, 5101
9595, 10909
14999, 16342
2956, 4921
4572, 10485
809, 13740
841, 7281
8385, 2924
10968, 13083
4330, 17844
3770, 13685
8198, 2920
5451, 18622
5258, 17925
6335, 12252
7674, 19748
10351, 12644
816, 17547
10292, 19592
8252, 6959
5708, 9790
1325, 7211
8913, 6696
10230, 1494
13151, 4069
5099, 8547
6446, 4052
6027, 3802
37, 9793
7599, 19055
6192, 11501
7040, 4796
12504, 478
14503, 3488
8849, 5696
5086, 8403
225, 12214
8404, 12005
10155, 14818
13582, 14450
13283, 13228
13913, 11011
813, 12562
9139, 13285
3638, 3725
5697, 702
3452, 17179
9427, 7729
5153, 12430
14004, 11408
4939, 12913
3510, 14937
7487, 3122
9226, 398
14547, 6257
8693, 6869
2275, 12227
8798, 8104
7210, 1891
4723, 9594
11, 2934
4388, 18696
5224, 16761
5871, 9207
6263, 8586
9714, 4463
5325, 14799
14784, 18643
2842, 14950
2586, 10204
7684, 14506
11127, 16178
2120, 19327
14254, 18854
171, 5435
12696, 10287
14702, 12113
10378, 17183
8160, 9403
4128, 1537
14205, 17731
2622, 7537
4325, 2222
3672, 5079
3559, 9958
10769, 962
12340, 5634
5840, 14398
4616, 2196
6574, 4593
474, 367
1468, 1207
12357, 7250
9098, 5528
2168, 11830
1186, 19555
4752, 7824
8339, 1098
3037, 19331
8417, 6809
13489, 14629
4122, 1523
11261, 8492
1284, 8588
13438, 13301
4209, 11197
252, 145
14884, 19175
12843, 16237
10158, 15751
1683, 15676
4825, 13458
10178, 16291
5614, 8973
10650, 832
8057, 17932
10173, 5784
570, 5445
1019, 7164
7527, 8752
2894, 16055
11772, 3581
14597, 8311
1589, 2930
5325, 5877
8258, 16800
2142, 5026
6993, 8929
9753, 3889
3442, 496
13695, 3099
9987, 11428
10389, 1042
13772, 5194
2380, 19110
2101, 12063
4917, 9070
8955, 3463
10681, 17012
3265, 19565
14806, 2271
1763, 2199
1589, 16093
3934, 5572
10168, 17453
11844, 17637
9954, 12935
5403, 10198
447, 17353
9461, 10392
14138, 13662
13106, 18188
5429, 19277
13489, 5037
2027, 17756
6662, 1099
4730, 2878
1717, 14528
12076, 13568
10837, 880
6004, 8908
295, 5442
9085, 19352
10534, 15509
10734, 3054
3000, 15809
2538, 10809
11802, 10124
10437, 18569
7803, 4741
13944, 15139
11375, 7488
5829, 14920
10827, 19502
10382, 7359
14712, 5209
3248, 6818
14288, 12985
7373, 8418
13318, 5494
12303, 1528
13898, 15290
3216, 3977
12458, 15058
10950, 9429
12420, 8801
4108, 16445
11287, 1537
7252, 7086
1538, 18903
14753, 9518
13020, 7697
4736, 7842
12378, 10335
3662, 1113
10472, 9164
9068, 2969
6951, 12599
3720, 1220
7628, 14514
14934, 17606
632, 534
9715, 18686
8252, 1185
7586, 9479
13533, 12973
543, 9794
1469, 7790
13112, 4385
5010, 16040
3716, 19666
8240, 6955
12579, 2342
3041, 12780
5446, 4989
3397, 7233
14440, 19312
14637, 3544
3969, 7867
9832, 18164
10995, 5093
457, 18022
11069, 11373
14040, 4996
13541, 1203
7348, 4264
2402, 13376
6234, 13960
10512, 3570
13871, 8685
9261, 1256
12345, 8498
11112, 11815
4700, 11835
10897, 6759
11993, 10511
2715, 18461
9585, 13620
9942, 10661
10167, 12358
3402, 15499
771, 17043
10246, 12790
6722, 11574
14493, 17203
395, 15182
6898, 5337
13237, 2330
13770, 18430
8852, 8659
10856, 9238
2738, 3206
6959, 14210
12602, 1228
6440, 2781
1575, 19112
8091, 5982
4323, 12413
13338, 8906
7540, 5482
1784, 4314
5321, 13122
10217, 8005
10323, 15532
12475, 6218
8838, 15924
10306, 17852
10159, 2668
5938, 10889
9327, 14306
7765, 12873
11269, 4351
5284, 5408
8881, 14138
13434, 720
7213, 15575
2636, 17534
10006, 19231
8405, 1950
5720, 10012
6022, 10654
6073, 17745
387, 11469
8731, 15733
4128, 8230
13365, 12554
6642, 413
12043, 12574
10178, 14788
10329, 957
3708, 2266
47, 12337
7734, 19249
7422, 5623
6292, 1242
13161, 13439
10512, 13007
14383, 18208
3542, 19805
14204, 13429
2710, 11692
831, 3992
8099, 14733
8639, 3898
2840, 12031
8694, 11900
5626, 14493
3567, 10573
6849, 456
8988, 9024
3296, 10188
4408, 744
9995, 10225
9100, 2324
3816, 865
5661, 19233
13711, 13969
6410, 4000
7395, 9101
4819, 7910
13018, 11301
11701, 2057
2841, 3790
6202, 9598
11353, 5974
3829, 13132
10790, 5320
12995, 19500
12253, 8344
9309, 13088
1549, 1483
2658, 12941
8511, 6470
6545, 7478
9976, 7762
5037, 14070
7877, 15049
8873, 12666
8909, 10880
11898, 19833
2690, 7600
12836, 18928
10097, 6658
13732, 18974
8002, 1239
2245, 4441
4169, 9969
5887, 2796
8754, 4258
1313, 14446
6620, 11535
12375, 351
13948, 7584
7759, 6113
14722, 11783
3773, 17745
7128, 18090
566, 15424
2015, 5742
4545, 10099
13876, 11010
10577, 15731
5312, 17254
4672, 2290
4325, 4471
14910, 12411
13732, 7320
2839, 52
10787, 10493
6114, 659
3955, 18199
1317, 19898
13360, 11319
2478, 3760
14802, 4833
5965, 9246
14793, 2767
14005, 16675
5573, 1086
11233, 2388
11971, 12793
4691, 2995
5307, 17921
7807, 12522
13310, 1366
7687, 19396
6342, 17380
9472, 19817
2069, 8684
10825, 14452
12751, 9230
5651, 2099
492, 10224
11444, 1115
6589, 4142
9486, 10309
11808, 16126
14772, 14504
12743, 8606
3245, 15572
7186, 1660
13833, 9608
13013, 9410
13960, 11377
14420, 6269
14122, 3520
11338, 1576
2337, 16615
2401, 10170
13066, 5743
9860, 712
5611, 5625
7713, 12472
2774, 16879
14842, 13859
12612, 18150
13442, 7878
3325, 3667
7500, 16806
5251, 11239
13455, 8253
5270, 14472
12135, 18469
3442, 5261
14685, 13280
9684, 8565
6734, 8130
4100, 17381
6537, 10555
11533, 8125
793, 19109
991, 3893
1002, 4582
2174, 10457
5977, 2466
11203, 6046
4292, 6497
1368, 6336
13361, 5400
4945, 12697
7371, 9207
638, 5152
13542, 10415
1389, 11228
7028, 3005
5308, 13924
7400, 4535
14684, 5748
2215, 2609
3281, 10094
12334, 10764
918, 4202
9519, 10013
13661, 5915
2901, 10358
5748, 9088
1903, 9779
14027, 2628
9658, 3138
10506, 3123
6758, 3984
6496, 633
11986, 76
12678, 9720
11180, 15355
817, 13637
14265, 2519
11862, 3104
12570, 18852
4993, 11375
5607, 12113
1990, 3446
13774, 15655
7744, 11572
4884, 15794
9247, 1149
5516, 18376
7652, 10512
5501, 19002
6569, 11444
12901, 11319
8899, 4340
11884, 3927
497, 17555
13075, 9643
9687, 5582
8603, 16223
7747, 9773
1634, 1096
6904, 13894
1121, 8208
4240, 17550
11705, 955
6317, 19388
6699, 17141
4248, 7420
6998, 19194
4051, 9421
4243, 13153
3882, 7160
9229, 5542
5531, 15373
14805, 18546
6094, 9724
785, 298
13024, 6604
5532, 6353
6370, 18075
4801, 14395
12446, 339
12473, 5263
689, 8133
3596, 18263
11140, 16901
3796, 17095
8021, 3010
4437, 1480
11706, 448
3216, 14592
12493, 2516
6383, 11840
7707, 19931
819, 2890
6143, 17751
1224, 6332
13644, 18728
9259, 9021
