12364, 10897
14742, 17998
5835, 8773
4729, 14805
492, 3540
12760, 6155
8128, 12199
7191, 5277
11446, 9014
14164, 16344
11379, 9108
9535, 19940
3783, 498
14555, 13849
13332, 4497
5902, 18977
11680, 12456
4564, 15308
4121, 11277
8298, 16042
13608, 16516
5022, 6825
13582, 3298
6460, 12171
12059, 12540
3660, 16962
9965, 10961
13495, 15659
8661, 11760
4831, 10821
1758, 10088
7510, 7820
13135, 8234
1759, 6711
1800, 15356
14409, 14282
73, 4349
906, 1016
14293, 2097
1368, 11032
2877, 2312
7371, 18467
9978, 9455
6134, 19272
194, 16882
2164, 17388
748, 9932
4159, 10369
13870, 10605
13915, 5538
9315, 17542
8969, 4776
3139, 19412
11224, 10060
2818, 17959
8574, 11930
6138, 19694
2437, 3662
820, 12929
13640, 5709
2458, 3659
5156, 3779
88, 1746
6332, 9140
3593, 5251
11276, 12257
14846, 7487
12687, 10906
6337, 11996
5316, 19322
8864, 18457
1419, 355
1564, 13603
9422, 151
7585, 8765
12698, 6960
6704, 17711
3053, 8349
7552, 17165
8721, 4825
508, 12994
8622, 16617
8486, 3386
10383, 9138
5400, 13097
14922, 8469
7963, 19611
3083, 17864
11257, 19353
5378, 8403
10852, 5492
5728, 9059
8618, 10738
6289, 2414
14848, 82
4147, 6788
2379, 11869
4030, 10798
6637, 14411
11259, 19109
8068, 18255
7278, 850
1231, 2305
11440, 14174
13866, 1382
5517, 6325
202, 18365
5165, 10651
13426, 10056
11518, 14283
2050, 14773
8046, 11336
13865, 3305
14854, 13506
6577, 17640
10890, 11464
10497, 18179
2653, 1220
5745, 18590
6217, 1719
2182, 10844
5724, 19345
685, 9386
7790, 19277
14876, 16646
3999, 17831
13156, 16714
13741, 15131
5755, 14776
14523, 1563
5294, 3875
510, 17165
12907, 10551
7329, 12575
11132, 519
12832, 10600
5000, 16273
12857, 19708
5027, 3504
12558, 7339
9494, 4350
2983, 5814
801, 9540
10861, 9071
7101, 1151
12625, 17709
9022, 16080
13027, 11049
5477, 16737
5215, 3096
8948, 13455
2729, 13284
5515, 18168
6305, 13033
8, 19267
4834, 394
11330, 16774
9468, 7725
4526, 11863
8313, 1914
4506, 755
5269, 13323
14767, 357
2286, 9424
2133, 1428
2067, 6786
11918, 11915
13105, 4289
2244, 5702
1793, 8685
3574, 11990
4253, 5117
1589, 7089
4361, 1440
10502, 14009
9054, 17070
14192, 6343
4145, 12777
1572, 11412
803, 12853
3629, 10020
7113, 1522
11493, 12591
10284, 2322
11463, 11949
8859, 10235
14379, 2334
13860, 2298
1579, 8243
14705, 354
85, 2716
14823, 6304
10265, 10927
11938, 10812
3370, 8689
6293, 8526
13121, 10693
6758, 8090
6093, 18958
7621, 5642
8527, 14883
4116, 15015
3802, 17390
6930, 6804
9056, 15264
1802, 12423
8607, 19413
14433, 7684
13602, 1215
4421, 15319
9284, 16050
2488, 10510
2391, 17867
12444, 19217
6314, 1310
1520, 6111
12066, 15002
12769, 6598
935, 4347
7084, 5279
11135, 19724
4271, 11171
11232, 2807
8911, 18542
47, 11307
5372, 12079
11862, 19529
13337, 10408
953, 363
3024, 649
12705, 8368
12515, 5635
14754, 4264
6852, 14475
871, 441
1365, 814
6006, 5356
3292, 5771
2037, 5047
3438, 1746
11923, 7656
7781, 2327
11412, 17578
4732, 7794
7716, 19991
11159, 3990
8621, 7035
1623, 13196
6148, 13408
13907, 12203
2837, 4539
12962, 17238
3095, 8659
13861, 17683
3929, 6793
9658, 17923
8052, 12520
5850, 13091
5563, 331
844, 18334
12284, 11333
3811, 7949
650, 10065
3666, 492
12916, 10582
200, 19097
10693, 3126
7967, 2956
10150, 532
2686, 7310
12737, 320
2078, 10999
188, 9505
13953, 4008
7629, 1469
8118, 7105
12453, 872
9481, 14977
6005, 11878
9504, 9112
2069, 3903
4793, 11210
13276, 3454
14351, 9122
